Date,S&P Composite 1500,S&P U.S. Aggregate Bond Index,60/40
2021-07,125.34254796748037,24.51259548593946,1.65398832484525
2021-08,128.14794879754086,24.399299258022168,1.6379220068693832
2021-09,123.44354292812207,23.604862235361292,-3.140418330715626
2021-10,130.04082237251558,23.563066520644597,3.9416493807494213
2021-11,129.10296499041928,23.84716953944706,-0.44907322173679975
2021-12,133.52970869367584,23.513225383548555,2.522468559594544
2022-01,128.09623807825236,21.59032935243762,-4.02924078169847
2022-02,125.43650957018409,20.39028208794197,-2.075856010639223
2022-03,128.97839006788385,17.83352704498983,1.102426281439004
2022-04,120.13764611139437,14.3786899123593,-6.686381226945895
2022-05,120.60823446372017,14.886260319628043,0.48538117430297456
2022-06,112.11511153795651,13.476502959357108,-5.6597766995665655
2022-07,121.09397790514386,15.534214931772008,6.210404609278372
2022-08,116.97754532522106,13.182298094780112,-3.4106262827504397
2022-09,107.4021079619774,9.22941400891182,-7.326416052293509
2022-10,115.63355939983225,8.0622955781281,4.472023490399417
2022-11,118.9917550299803,9.58931226015304,2.625724050898801
