Date,S&P Composite 1500,S&P GSCI Copper,S&P GSCI Crude Oil,S&P GSCI Gold,S&P GSCI,S&P U.S. Aggregate Bond Index,S&P U.S. TIPS Index (USD),S&P United States REIT (USD),VolWt
2018-09,77.33823758874686,-10.691009555080132,14.638080505267013,-29.278242209671426,-17.541770899089048,8.240842937185814,0.9484080187498134,32.03593750864827,0.3452218875076416
2018-10,70.05810536526431,-14.835067611372098,3.510612424533308,-27.641787903362882,-23.767245557458693,7.602508538373801,-0.4015539057692141,29.492174410511424,-1.8489713221138953
2018-11,72.02767109062981,-11.22848854548405,-20.36926107331857,-26.694879314600676,-35.0352288877241,7.961823808239002,-0.017988540713509416,34.01218608168264,-0.8244566921053252
2018-12,62.47466203417347,-15.15679888039918,-30.42204222156493,-22.25178602104802,-42.93999667347853,9.705342351967852,0.5207673444651006,25.13402754668524,-0.7624302651207651
2019-01,70.414123239731,-11.685899009098677,-12.985061141030489,-18.85415599989239,-34.20428083243799,10.63434248915889,1.9019507342900033,36.19586337358342,3.6830328769392655
2019-02,73.47803043644795,-6.107710407358235,-6.562578211093221,-19.509005978116683,-29.695605881822633,10.63079957135157,1.786613936119974,36.410819281701585,1.1285256337916967
2019-03,74.9950598329414,-6.502205486123824,-1.4256963420766917,-20.797083768734776,-27.850968658202163,12.470019845658111,3.5958629425299593,38.9555716057478,1.173148757737849
2019-04,78.86779681324813,-7.538668574571217,4.8457499134765,-21.75926197483284,-24.997888733078526,12.482292771886286,3.8672256908233726,38.59167162923775,0.327656496624271
2019-05,71.98567235906073,-17.05728844638368,-12.40385061077059,-19.759979143611854,-33.8758363979431,14.154842616571164,5.421875834091116,38.40402176724169,-1.2907043605797714
2019-06,78.74794856247817,-14.1650663934922,-3.0055225688798206,-12.130070250522511,-29.512374997812177,15.297826293971797,6.201718208175288,39.02501199429777,3.0489690624039283
2019-07,80.06000114638785,-15.298446266679479,-2.4105897772147835,-10.383315768020001,-30.066241457740276,15.612311773609214,6.529579667859853,40.26936624333341,0.41907578228571996
2019-08,78.21165548472794,-19.45773679816453,-7.5947213240191775,-4.111956492999552,-35.990727127850654,18.040732694284138,8.681301428336708,43.17200100032684,1.245654637116572
2019-09,80.05563082738861,-18.562600856227796,-8.059255114321413,-7.770136541048361,-33.88930109990625,17.528328152925567,7.75739901648106,45.45388668334245,-0.5311991536798747
2019-10,82.08578666945652,-17.27533855376394,-7.658970900946378,-4.9156964127631095,-32.86666421437107,17.794662332445203,7.728234892157415,46.769037890919634,0.9472760801619488
2019-11,85.3994667884387,-16.000371346900856,-5.442911461697948,-7.685883509794428,-32.337408775039194,17.778795236343175,7.997277515529433,45.05088785270865,-0.2221576528406089
2019-12,88.22822507953133,-10.787110703584702,4.852840491707127,-4.293200962890936,-25.89100687890739,17.68263272549459,8.407330218701059,43.80647672993371,2.121234570679614
2020-01,87.85888018012747,-21.040090775621614,-11.707669852006159,-0.0885366172205071,-37.27123770237079,19.60990771098611,10.42606672811629,44.88616514849349,-0.8287607451282915
2020-02,79.19898425295844,-19.683476575292506,-25.358116439657604,-1.2487100418620822,-45.20086662548504,21.207223121022547,11.340013001737814,36.70233460631373,-1.2505469779246465
2020-03,68.75114827916468,-31.964447709500824,-90.38337273263221,1.3794728426156544,-76.86615786548694,20.542086010297837,10.137728279217429,17.180259057252634,-7.535254180071371
2020-04,81.48947232583647,-27.09098294886877,-49.85842319811381,7.584493160155998,-74.54426679186872,22.162443218280128,12.502137291479754,26.454261182275218,4.615724830046306
2020-05,86.27450877166702,-23.39019466999639,2.3745288559032574,11.030482511148016,-56.28823640213602,22.74368588316045,13.100879561269041,27.03482500462655,4.698225075612044
2020-06,88.48069982297157,-11.83658834931395,12.58214880189178,13.886314649427728,-50.20628170106995,23.44239428915953,14.130131571261472,30.23669236776758,3.190295982626732
2020-07,93.84176558282317,-5.242285157211292,15.365519334882517,23.766436046486277,-45.82117492451083,24.920852642666926,16.275280026548366,34.30522359638704,4.190641275445443
2020-08,100.3894382101623,-1.1292733445199108,21.176121958615823,23.678098175475274,-40.483161987557686,24.07958376376268,17.186866494845198,34.9729855166659,1.2357595460286261
2020-09,96.64154046323627,-0.9265262174728237,16.24501096427905,19.49093327991606,-42.5503937814742,24.117109674032214,16.90348716092167,31.41284146646465,-1.4039277928590677
2020-10,94.40736701600305,-0.12065188105802127,5.557911303884744,18.742961527539308,-45.05577702847278,23.702364228429953,16.308988119585443,28.83666591471954,-1.0360960239790773
2020-11,105.07452699706025,12.124128496660312,30.036403625941887,13.567187447152676,-32.52992203302177,24.71740213257653,17.404952785065507,39.13927633823343,3.57392544421605
2020-12,109.01090093741189,14.617170906093678,37.02750935893159,19.86945537021414,-26.45014745590884,24.874612201343542,18.476070708373605,41.99644373531829,2.7222018356358535
2021-01,108.33627170375289,16.027142553850524,44.60261145718509,17.655560398967474,-21.22721789296143,24.265947927872748,18.85996852670253,42.17721445985346,0.3907189313367334
2021-02,111.3554304836889,30.77536200845414,61.34529219266443,11.00616719944455,-10.961277819846332,22.890312507711954,17.354861016659516,45.984991855829726,1.3097157313035637
2021-03,115.63059136815374,27.67583034717146,58.60522349850901,10.332577251158137,-12.690112572812744,21.7174662190471,17.23405250676054,49.903570376042296,-0.7415746617569665
2021-04,120.6607660403561,39.040262236095536,66.23039575483598,13.372847810287935,-4.683401524573531,22.460799364339337,18.55231789580811,57.56281250740416,3.7348509526549445
2021-05,121.29544274043361,43.53065465487902,70.7979462225994,20.928587051969295,-1.942516590004499,22.685482619465738,19.573944052400513,58.44315802011959,2.53774779604215
2021-06,123.27068544037976,34.794804562021966,81.17281549960212,13.809051381078774,1.32179103738221,23.48541846447725,20.328397360293824,60.70869560805494,-0.9253687749233509
2021-07,125.34254796748037,38.60773259835989,82.42674400746624,16.385813585543296,2.481237536335053,24.51259548593946,22.812029693097024,65.43670452767229,2.1252212815013625
2021-08,128.14794879754086,36.76888313900544,75.33581687993782,16.536352371917516,0.0978418035369426,24.399299258022168,22.70970861049214,67.19374858331238,-0.4800450587242969
2021-09,123.44354292812207,30.73989802211603,84.6724318377444,13.220541363659242,5.805391349000351,23.604862235361292,22.101966260315496,61.17818579642472,-1.1207072532324378
2021-10,130.04082237251558,37.83737639601544,95.61981312919472,14.79391565918514,11.230445848361487,23.563066520644597,23.161138472867812,68.62113151099425,2.595397604584943
2021-11,129.10296499041928,37.12076196171383,73.7669657056566,14.472927574100057,-0.20528925132417442,23.84716953944706,24.063259337426445,67.91169796447811,-1.6985156676728705
2021-12,133.52970869367584,40.030603526844075,87.03230524656084,17.41775220213838,7.103283815201773,23.513225383548555,24.193276293764043,76.00386453153837,2.3998085683574573
2022-01,128.09623807825236,38.153397191825185,103.17973636702669,15.737530595336624,17.787618067974726,21.59032935243762,22.44751031641117,68.85935535622798,-0.3782709758742193
2022-02,125.43650957018409,42.18804755846003,111.80491470178197,21.44546358565169,25.573691489317326,20.39028208794197,23.19575778158517,65.67818584003801,2.031574641998318
2022-03,128.97839006788385,47.0666246619831,119.99007253183524,24.416514988030414,34.5143874573817,17.83352704498983,21.711632553914384,71.64202732845973,1.4981337751619621
2022-04,120.13764611139437,41.19056333335266,125.29592442805942,22.303774785240773,39.271626933303935,14.3786899123593,19.758560604038966,67.27337937219832,-2.190543313059538
2022-05,120.60823446372017,38.05170327133478,135.26293985798156,19.022227968606934,43.46942405586292,14.886260319628043,18.958248497097063,61.12626277120756,-0.520769503508879
2022-06,112.11511153795651,24.888095614393645,127.75117966166356,16.848718205937267,33.404749102100055,13.476502959357108,16.11455654157724,53.259032385586195,-4.592946567604995
2022-07,121.09397790514386,21.236014897496425,121.97655008165017,15.508377280399149,31.655530728920972,15.534214931772008,20.044262351289298,61.852578563613406,1.2077077769594946
2022-08,116.97754532522106,20.250881085184382,113.16440297473012,12.395316076298196,27.99632906286535,13.182298094780112,17.652145281329876,55.729812805901915,-2.912396200703237
2022-09,107.4021079619774,17.873739845222282,102.04120289686806,9.295198736393889,19.18506132449391,9.22941400891182,11.648800266352374,42.406148418450584,-5.432421247960631
2022-10,115.63355939983225,16.318839001854926,111.16212708651177,7.5092683444969275,24.071123024934664,8.0622955781281,12.87730524196213,47.44090733601585,0.6655449767753961
2022-11,118.9917550299803,29.28533571637986,113.3782847124536,15.963777514701677,25.73839997282234,9.58931226015304,13.470546165710514,51.60059497706083,3.880493937538699
